key,value
reformer,"[ 0.01289764  0.03119063  0.05224423 -0.08347309 -0.08907887 -0.03008002
 -0.06178845  0.0058292  -0.04690649 -0.09819717 -0.0578835   0.06022179
 -0.01470956 -0.04001099  0.02513385  0.01061191  0.06869345 -0.1286624
  0.12972222  0.08399629 -0.00547043  0.03525185  0.06058323  0.0097608
  0.1542897   0.02719063  0.08194747  0.08559433 -0.06792718  0.01864704
  0.03783602 -0.05924094 -0.1192395   0.04309044  0.11288163  0.00223046
 -0.0976274   0.03002873  0.01186494  0.06669974  0.02276722  0.06529513
  0.01426283 -0.00337731 -0.09033799 -0.07454931 -0.07288916  0.09594158
 -0.04252791  0.01139984 -0.04038839  0.0298069   0.08774325  0.04647406
  0.12217753  0.00339484 -0.07592042  0.02091034  0.02555045 -0.04348731
 -0.07090283  0.0504857  -0.01332194 -0.12097464 -0.01700225  0.07686217
 -0.04837545  0.05415988 -0.03785046  0.03217037 -0.10050292 -0.01346401
 -0.02370111  0.0156212  -0.06219003  0.10332163  0.0452262  -0.10606036
 -0.06426579  0.03989426 -0.03885325 -0.04890655 -0.04219289 -0.05299846
 -0.01003133  0.08015434  0.06605118 -0.02974942 -0.06043615  0.10526662
  0.04112084  0.03287964  0.03491148  0.01283863 -0.00089611  0.03989396
  0.04868238  0.09392657 -0.02832961 -0.05596725 -0.03663061  0.02924573
  0.02496349 -0.03281475  0.01299623  0.03114594  0.00288914  0.01160383
 -0.07501689  0.00972886  0.02994858  0.03241863 -0.01362049 -0.09568086
  0.03898689 -0.01819441 -0.03865014 -0.01133034 -0.00515314  0.06501544
  0.06099043  0.00080632 -0.13448742  0.09333039  0.07724217 -0.05454769
  0.09866183 -0.04105795 -0.00378656  0.09698495  0.09954052  0.09767954
 -0.05910909  0.0630445  -0.04799348 -0.03156752 -0.04323055 -0.00263624
  0.03499387  0.02095003  0.05548245 -0.00182794  0.05157113  0.0579363
 -0.01587056 -0.07969026  0.00379422 -0.04842287 -0.06480526 -0.00229085
  0.04001257  0.01235785  0.06336397 -0.0371552  -0.0084953  -0.10175137
  0.003166   -0.07192761 -0.00231985 -0.00773935  0.00561948 -0.0346317
 -0.01752197  0.02681267 -0.05112906 -0.00454121  0.00246022 -0.05254971
 -0.00802159 -0.023434   -0.03152063 -0.08344892 -0.0643513  -0.01845902
  0.0538177  -0.07022367  0.03512844 -0.00083996 -0.07514133 -0.01779822
 -0.08552044  0.06788631  0.04460215  0.0476938   0.0536993  -0.04707666
 -0.04549387  0.02822266 -0.11424592 -0.10683362 -0.110354    0.06144322
  0.08177146 -0.03212583  0.09099589 -0.07148083  0.08086031  0.03066804
  0.10115215 -0.11345063]"
whose,"[ 0.04122097  0.08591171  0.06030036  0.13003589  0.07249475  0.09074202
 -0.12914078  0.04740052 -0.02202151  0.04175745 -0.09738045  0.07082739
  0.04854496 -0.06447206  0.03438936 -0.07359499 -0.11761189 -0.01812827
 -0.12727332  0.0155539  -0.02692421  0.07029285 -0.00317873 -0.0431998
 -0.04590423 -0.01214527 -0.00373277  0.03722471  0.03808174  0.01433713
  0.07646716  0.03051249 -0.02870223 -0.03909647  0.05158973  0.02468013
 -0.00320626  0.01829742  0.12128144  0.04271471  0.05449156  0.07748857
  0.05038251  0.00401631 -0.063392    0.0387495  -0.00149429 -0.00874778
 -0.00139731  0.00979732  0.0106876   0.01963645  0.08286318 -0.02930403
  0.08040594  0.04403938 -0.08750523 -0.07252084 -0.04157069 -0.05880506
 -0.07669979  0.02725179  0.08280457  0.01604399  0.03453474  0.03369157
  0.05523463  0.06762004  0.09880693  0.04745836 -0.13174546 -0.05693265
  0.07117419 -0.06827718 -0.01433086  0.01021745  0.05081452 -0.02371006
 -0.08878247 -0.06327013  0.09469177 -0.10717773 -0.09796783  0.10216342
  0.00117931 -0.0078082   0.08441102 -0.08779161  0.0008974  -0.0374018
  0.07665259 -0.03941602 -0.01238633 -0.07771348  0.04405538  0.13106048
 -0.11943484  0.08778545 -0.12295876  0.0756488   0.02167733  0.02530926
 -0.09280809  0.08984324 -0.01401439  0.0155057  -0.04089573  0.01352533
 -0.02274542  0.0009158  -0.08461275  0.00089342 -0.03636768 -0.03701324
 -0.01984799 -0.01712909 -0.00546167 -0.11011005  0.04152416  0.004891
 -0.07529972  0.00942358 -0.09719199  0.02077185 -0.08342564 -0.03278628
  0.036633    0.07297789  0.0502319  -0.11836316  0.03558986  0.00035396
  0.00425091  0.07065002 -0.10353516  0.11191706 -0.00692236  0.0439973
  0.08879529 -0.03029345  0.06056343 -0.06194439  0.0286883   0.04763436
  0.01539438  0.02787285  0.04777869  0.02171069 -0.00227354  0.015988
 -0.02972235  0.10046268  0.09861519  0.00273881  0.0586465  -0.00799982
  0.01183094 -0.02169829  0.01794829 -0.00598381  0.11241698 -0.03945351
  0.04389217  0.07203339  0.04371563  0.01165628  0.14764625 -0.01437598
 -0.07498733 -0.05905673 -0.09141029  0.01996459 -0.12578842 -0.0063992
  0.01793654  0.03673439 -0.01935322  0.03284345 -0.04693263  0.00583663
  0.10967986  0.02408337  0.03077263 -0.06608829  0.00938395 -0.08165475
 -0.10792784  0.1216545  -0.0507897  -0.03113098  0.0140658   0.01675925
 -0.05911296 -0.01715175 -0.01737425 -0.09113993  0.10968053 -0.02870963
  0.09036777 -0.03612233]"
won,"[-0.00593069  0.05225343  0.07897814 -0.12046114 -0.07096074 -0.04746676
 -0.00835801 -0.02890701  0.0079688  -0.07268    -0.04452931  0.07682753
 -0.07451842 -0.02462499  0.0284156  -0.02349183  0.06123454 -0.08514074
  0.06383068  0.09792418  0.02591077 -0.02090334 -0.06746464 -0.05801503
  0.0849606   0.03992516  0.06163474 -0.03490251 -0.05420314 -0.06946474
  0.06138716 -0.00681758 -0.10624534  0.08858634  0.09019993  0.0383071
 -0.08553253 -0.00421733 -0.05886736  0.08383162 -0.04014322  0.00742233
 -0.00377354  0.04939737 -0.09442559 -0.03878795 -0.11027271  0.06980252
  0.04739755  0.00326461  0.09667731  0.07151262  0.03241729  0.06873023
  0.10579133  0.08958145  0.03024116  0.07666749 -0.01494926 -0.00830364
 -0.08684862  0.06038738 -0.09606303 -0.11303662 -0.01457415 -0.00945917
  0.10203636 -0.07849958 -0.06732275 -0.00386557 -0.07132252  0.00617869
 -0.07575692 -0.03813554 -0.01006836  0.05785459  0.04263801 -0.04724975
 -0.05780034  0.0081171  -0.00331435 -0.05813859 -0.05463114 -0.00954895
 -0.06341581  0.05957933 -0.08059943 -0.01544786 -0.09477344  0.10196503
  0.04644782  0.06053555  0.02965393  0.05733493  0.05608978 -0.02534124
  0.07423738  0.08168807 -0.0660952  -0.08217961 -0.08544374  0.01528429
 -0.05176553 -0.04134787 -0.04915207 -0.04826098  0.06173473 -0.06639382
  0.00953514  0.08495063  0.05181324  0.08401737  0.03700911 -0.01698774
  0.00931865  0.00330241 -0.04770273 -0.02609701  0.09166656  0.00328414
  0.0196918   0.0255883  -0.02328834  0.05490103 -0.03897405 -0.0826646
 -0.01187005 -0.05552208  0.05525502  0.03478005  0.01654683  0.08280671
 -0.01359064  0.05174667 -0.06498782  0.01617872 -0.03187585 -0.01207984
  0.1028747   0.05750477 -0.06966157 -0.00315011  0.06881297  0.03674955
  0.00523076 -0.03639584 -0.02526308 -0.03375875 -0.0765624  -0.07854035
  0.00330906  0.00099025 -0.02154117 -0.00492878  0.01076761 -0.04369849
  0.04180165 -0.04590065  0.07818086  0.00631595  0.01989623 -0.03903018
  0.04248385  0.03937526  0.01889105 -0.07118458  0.06142728 -0.0290414
 -0.0419661  -0.01291046  0.02852429 -0.05911652 -0.00856508  0.03169309
  0.0231371  -0.06660953  0.0826112   0.04475903 -0.09219602 -0.07103258
 -0.05315028  0.10658932  0.00769388  0.03823319  0.07997998 -0.02883747
  0.00099281 -0.0099381   0.000248   -0.0117477  -0.0769675   0.08785168
  0.09763538  0.01145161  0.02339954 -0.01890311  0.01024781  0.03511153
  0.06335795  0.00561998]"
journeyed,"[ 0.0168376  -0.02362051  0.06374753 -0.06136648  0.01424918 -0.06223112
 -0.07788728  0.00181468  0.02834622 -0.12798832  0.10554692  0.08126093
  0.03736816 -0.10833225 -0.07865949 -0.07358278  0.05619409  0.05246854
 -0.11428618  0.06526689 -0.06594958  0.03690187 -0.08635415 -0.08757945
  0.07959298  0.01909524  0.12150604 -0.11532082 -0.10984328 -0.00408745
  0.01186375 -0.03121866  0.03150677 -0.02376439  0.04746098 -0.02729744
  0.03385016 -0.07744139 -0.08670648 -0.05839935  0.09057695  0.05970339
  0.11500983 -0.02069934 -0.06088566  0.10879223 -0.00853662 -0.03563596
 -0.12930983 -0.01516104 -0.06186257 -0.01237562  0.07466237 -0.03410795
 -0.12374343  0.01723319  0.0613687  -0.05029656 -0.04950036  0.00322554
  0.11485873  0.05676195  0.03513154  0.0117812   0.04706419 -0.08622468
  0.03462509 -0.00179293 -0.05935174  0.0567935  -0.02651506 -0.08767609
 -0.05972425  0.09595793  0.09513634  0.12306357  0.02267547  0.03527259
  0.04352339 -0.13360198 -0.01045077 -0.03129978  0.14164442 -0.11596569
 -0.10257404  0.0024903   0.02567805  0.05189419 -0.0410093  -0.02022774
 -0.00819158 -0.04599916 -0.00656296  0.13792476  0.11102343  0.03444562
  0.00827372  0.08598866 -0.06346358 -0.10888721 -0.04865801  0.0675502
 -0.08050464 -0.08252424 -0.07361206  0.12247024  0.02832251  0.00210374
 -0.04506023  0.0290289   0.07924221 -0.13178456  0.02258629 -0.04236325
 -0.03127866  0.12413335  0.05964103  0.09579054  0.11227852 -0.08530891
  0.01210526 -0.03589936  0.05685006  0.00082492 -0.02621173 -0.00151163
 -0.04350666  0.01510864  0.01716376 -0.02401567 -0.04275674  0.10365827
 -0.08415306 -0.08743148  0.06608239 -0.08286154 -0.06222948  0.06714451
 -0.02075296 -0.01351256 -0.05380412  0.08379114 -0.02336291  0.08348774
 -0.06439612  0.08619084  0.01534424  0.08376116 -0.14233838  0.05348598
 -0.13377976 -0.04821412 -0.01443427  0.06070013  0.08529437 -0.00066364
  0.00638633 -0.02645595 -0.05033815  0.04014021  0.09012537 -0.04698518
 -0.05012079 -0.00789905  0.07853545 -0.15645364 -0.00340375  0.00137863
  0.06470098  0.00739259  0.09328143 -0.0373749  -0.06441968 -0.02328543
 -0.05123603 -0.08129324 -0.02038339  0.10958096 -0.01771714 -0.04113891
  0.01790887 -0.06760504 -0.02167969  0.0684803   0.07575213  0.02007279
  0.09755557  0.1209538   0.0296998  -0.02800297 -0.02228353  0.04172863
  0.00328213  0.11814893  0.05112322  0.04551663 -0.01661862  0.03716872
 -0.07457931  0.04514333]"
wittenberg,"[-0.00764624  0.05675904 -0.05430049  0.08737303  0.09887805  0.07419752
 -0.0168697   0.05416288 -0.08485735 -0.07023812 -0.06698375 -0.06400342
  0.07591079  0.03327235  0.11590159 -0.01077853  0.01183694 -0.12494468
  0.05661448  0.00878342  0.03896227 -0.00587246  0.10192951  0.01824602
 -0.07291739  0.00542585 -0.08426854 -0.01315934 -0.0209903   0.00641903
  0.04002655  0.12583153 -0.10522088  0.02972724 -0.03025147  0.02929724
  0.02114254  0.08625247  0.07669068 -0.11778719 -0.05742315  0.11379355
 -0.06643062  0.0505439   0.03603086  0.04904585 -0.0451515   0.06372782
 -0.03713188  0.05137689  0.01389018  0.02668196 -0.12009773  0.07114581
  0.10855506 -0.09910879 -0.06087437 -0.03692346 -0.05722734 -0.05981102
 -0.00588615 -0.02516003 -0.10651494 -0.10596613 -0.10129856  0.03031562
 -0.05677727 -0.0548435   0.02162633 -0.04483351 -0.10831331  0.06569807
  0.00972636 -0.0263228  -0.01724344  0.10638561  0.04685365 -0.05087014
 -0.04306505 -0.02380394  0.03662211  0.03114353  0.04684588 -0.04519047
  0.03062744  0.03690018 -0.03413045 -0.02249335  0.06711268  0.05183643
 -0.05806375  0.07046498  0.04677207 -0.04698114 -0.01960029 -0.02592446
  0.01289854  0.03716675 -0.05608503 -0.02286209  0.03949362 -0.01980739
  0.03393671  0.04572063  0.07461316  0.03560887  0.10599429  0.04424897
 -0.02166067  0.15203203 -0.071203   -0.00697251 -0.04250284  0.05895166
  0.03913862 -0.09783115 -0.01702707 -0.02731053 -0.02131594  0.08323072
 -0.09491837  0.08557606 -0.13912418 -0.07526877  0.02440058 -0.0420946
  0.07773492  0.05261667  0.10387423  0.11405009  0.10085262 -0.00456958
 -0.00764554  0.02333242 -0.01419272  0.04445623 -0.07476401 -0.03187889
  0.04102698 -0.05132077  0.00636914 -0.03427079  0.05508247  0.05677734
 -0.05074662  0.03200894 -0.15250292  0.13097785  0.05200946 -0.09629714
 -0.00585043  0.00790706  0.04300316 -0.0469001  -0.00851437 -0.0566157
 -0.00972355  0.01472174  0.10132734  0.04091545 -0.02479    -0.01321814
 -0.00777852  0.033591    0.06486288 -0.05222609  0.10872658  0.02970452
 -0.10763051 -0.03948347  0.02625056 -0.06542779 -0.05381435 -0.1084481
  0.01715053  0.10307746 -0.00393568 -0.03821115 -0.12943998  0.08814617
  0.0516514  -0.07220632 -0.01223551  0.00031478  0.07604972 -0.02160013
 -0.0570587  -0.12765633  0.09325879 -0.01174125  0.05952537 -0.03670028
 -0.04835308 -0.01323531 -0.01544684  0.00477128 -0.01670104 -0.06491102
  0.01326793 -0.03218804]"
advised,"[ 0.12274151 -0.04631855 -0.13353877  0.08785428 -0.05694346  0.02994265
 -0.07799154  0.01454772  0.01432176 -0.14078002  0.1262679  -0.02419711
  0.08965578 -0.03358762 -0.06927916 -0.02643731  0.08220981 -0.02761346
  0.00489198  0.06977633 -0.01242617  0.00280384 -0.03562415 -0.05863684
  0.07403132 -0.01850339  0.06270157  0.03032997 -0.00688842  0.01830988
  0.03166099  0.15630595  0.06401279 -0.04519807  0.00426213  0.02109117
  0.0215956  -0.02386946  0.08188417  0.05900054  0.03737793  0.0233072
  0.06964445  0.00675199  0.02965407  0.02447798 -0.07589175 -0.1435755
  0.03504139 -0.00249288  0.01613569  0.02467657  0.01109672  0.12431018
 -0.06022305 -0.0063532  -0.00980332  0.03702861 -0.08978035 -0.02828317
  0.0794061  -0.10688712 -0.03764521 -0.03120637  0.01455073  0.00408249
  0.01589331 -0.07101267 -0.10400209  0.06450827 -0.04216122 -0.01160815
  0.00197421  0.00372255 -0.00616432  0.09892708 -0.0201367   0.00190578
 -0.06875598 -0.10967222 -0.05060437 -0.01204042  0.07924869 -0.05370073
  0.02321669  0.05044039 -0.0252446   0.00725532 -0.00842534  0.00999366
  0.02768378 -0.04298354  0.15080327  0.00323966  0.03711572 -0.10104288
  0.08257705 -0.02681839 -0.04562816 -0.05856802 -0.08220554  0.10359631
 -0.10260426 -0.00199489  0.0166916   0.00896751  0.03807425  0.05792268
 -0.02582012  0.08749764 -0.06752862  0.03251251  0.04370639 -0.04547713
 -0.05455055  0.01139541  0.08709873  0.1034034  -0.12173679 -0.06850267
  0.03933342  0.13408709  0.0617607  -0.08559192 -0.05369627 -0.08750565
  0.05536715  0.05256495 -0.01947944 -0.01457088 -0.00839314 -0.06605291
  0.01616198 -0.1188473   0.0994093  -0.09904553  0.00388686  0.05003922
  0.11270187  0.00254508 -0.02051132  0.02590559 -0.01469074  0.01756605
  0.00868697 -0.04612938 -0.12733246  0.02445868 -0.02890871 -0.08033637
 -0.09703777  0.06469928  0.02638134 -0.03966314  0.05497616 -0.08650347
 -0.11561997 -0.08003525 -0.08956046 -0.02939361 -0.0325145  -0.00775984
  0.09462305 -0.07968347 -0.03132339 -0.06423674 -0.03048844  0.03870005
  0.06409428 -0.09777824 -0.02081339 -0.14419407 -0.10485599  0.03260392
  0.01194199 -0.02229788  0.11675842 -0.01354362 -0.11680931 -0.07715703
  0.08097041  0.0451879  -0.08523545  0.0729586  -0.01722775  0.09581127
 -0.00098629  0.06129492 -0.01001333  0.07934871  0.09178767 -0.01720671
 -0.05070908  0.08583588 -0.09355752  0.04423418 -0.03504674  0.02848519
 -0.08059337  0.11540704]"
abandon,"[ 0.10544126 -0.01671062  0.03710843 -0.05995961  0.05581426  0.03127401
 -0.02840508 -0.00240981 -0.07622464  0.03136146 -0.06314489 -0.02393285
  0.0680595   0.06420406 -0.05038664 -0.08141722 -0.00813171  0.05427797
  0.04475238  0.09270497 -0.04327776 -0.08285637  0.03736804  0.07059928
  0.07939991  0.04536786 -0.04993723  0.10054941  0.03250376 -0.01358414
  0.02755084 -0.08686581 -0.08251347 -0.04063704  0.01448463  0.08726057
  0.05607008 -0.0013693   0.06436705 -0.08523147  0.03136685  0.05862159
 -0.09040002 -0.01757618  0.06339874 -0.01434728 -0.10172141 -0.01199267
 -0.00188951  0.08913822  0.05257722  0.07350869  0.10261378  0.0782645
 -0.08486138  0.08730603 -0.02872266 -0.09635987 -0.04086627  0.01198315
 -0.09507218  0.09825554  0.04260493 -0.01325394  0.01223087 -0.07331541
 -0.04120233  0.0042092  -0.07634082 -0.09601012 -0.05884798 -0.05817238
 -0.04378354 -0.07231801  0.05437771  0.00629813  0.02895603 -0.02124379
 -0.05269327 -0.06561871  0.03786093  0.06169693 -0.02102878  0.0113566
 -0.01408475 -0.08754937 -0.00324828 -0.01946362  0.07019757  0.02610683
 -0.0888072   0.01551317 -0.02407629  0.04161818  0.08697955  0.07520657
  0.03371507 -0.0466634  -0.04061473 -0.01615131 -0.10636894  0.11238337
 -0.05706903 -0.1005278  -0.00710699  0.11434646 -0.05731266 -0.04808334
  0.02732677 -0.08538525  0.08915435 -0.08486469 -0.00701368 -0.04752644
 -0.0321888  -0.00284741  0.0250053   0.06834607  0.06816816  0.06162075
 -0.099168   -0.1064308  -0.04175206 -0.09568144  0.05614855 -0.0609277
  0.09177263  0.04739157  0.07998373 -0.03932113 -0.033877   -0.0591221
  0.06914626 -0.10504874  0.01170821 -0.0854321   0.04561548 -0.10306234
 -0.07494443 -0.08212955 -0.00333884  0.0635203  -0.04776177  0.04939854
 -0.10607552  0.05395191 -0.05412923  0.06448077  0.02008997 -0.09088753
 -0.02148508 -0.07088229 -0.06251796 -0.00033909 -0.11272309  0.07360926
 -0.02341723 -0.03202667 -0.05286663  0.08016513 -0.0827777   0.0393207
 -0.04581503 -0.02325648  0.07146377  0.06781071 -0.06776313  0.07088399
 -0.01961022 -0.08307873 -0.02385111 -0.09955065  0.07325467  0.10308851
  0.01529065  0.09482763 -0.07424594  0.0879132   0.00699051 -0.01630505
  0.08102003 -0.10396571  0.09113352 -0.06791174  0.03090564  0.09457859
 -0.12270555 -0.0396088   0.06018642 -0.0589506  -0.00612212  0.05425962
  0.03514112  0.03673975 -0.02244371  0.08874619 -0.05852522  0.0164855
  0.05188133 -0.11222833]"
rules,"[-0.03458782  0.00669368  0.04834253  0.07084004 -0.02365399  0.04335422
 -0.02158935 -0.01953358 -0.04173442  0.05009557 -0.00121822  0.03744795
  0.03484609 -0.03631732  0.00520887 -0.00893116 -0.06813606  0.0627398
 -0.01823298 -0.02842541 -0.03427492  0.01001102 -0.01129983 -0.01657613
  0.08313167 -0.03192217 -0.01402766 -0.03653155  0.03319208  0.05158119
  0.02243733  0.09892265 -0.04473369 -0.0089309   0.01018888  0.08862348
 -0.0506396  -0.01736684 -0.05716681 -0.06046934 -0.06359647  0.01280813
 -0.03066859  0.06852669  0.04627499 -0.03641819  0.01469123 -0.03346054
 -0.0016335   0.01506008  0.06816334 -0.03206979  0.03489259  0.01076673
  0.03644364 -0.0640637   0.02669684 -0.00610611 -0.01191414 -0.05972484
 -0.02727453 -0.04394257  0.04055952  0.01053292 -0.05229787 -0.03148966
 -0.05206655  0.07106201  0.01103846  0.00216767  0.04525505 -0.03092554
 -0.04216249  0.04126035 -0.01565372 -0.00488684  0.0083312  -0.01312665
  0.04289978 -0.00113822  0.03736855  0.0771882  -0.05721949  0.09762055
  0.04377675 -0.08433225  0.04735914 -0.06021003 -0.03302842 -0.03014942
 -0.0877964   0.04394052  0.00702806  0.07158138 -0.00553685 -0.02413937
  0.01235643 -0.06857545 -0.02774256 -0.02093863 -0.0533008   0.02495995
  0.02211662  0.03196959 -0.0191274  -0.0121404  -0.01604378  0.05989279
  0.01750956 -0.05636101 -0.02531194  0.0123527  -0.0051259   0.0367516
  0.01175612 -0.04075461  0.06456652 -0.01309752 -0.05326728  0.03426106
 -0.02042573 -0.03408033 -0.01731367  0.00114021  0.06524549 -0.03435018
 -0.05244797  0.04388017  0.03152635  0.03173697  0.02512045 -0.09098448
  0.069039   -0.00170579 -0.00723906 -0.03670529 -0.00628277 -0.03320086
 -0.0778712   0.0646428   0.08246629 -0.05976279  0.03340094  0.02565523
  0.04290532 -0.0012296  -0.00103456  0.04714336  0.07410698 -0.07298843
  0.01959489  0.00204806  0.05126666  0.04340421  0.04858914 -0.05989328
 -0.04704578 -0.06837876  0.0295357  -0.04948596 -0.04811478  0.04864441
  0.01623058  0.08478066  0.03537219  0.0066435  -0.08426376  0.05892837
  0.00043387 -0.01670779 -0.02655278 -0.02284789 -0.01940261 -0.08884609
 -0.0639758   0.00408831 -0.01515272  0.00894283 -0.03536652 -0.02556339
  0.00209267 -0.00997642  0.08036315  0.00419622 -0.03943     0.00598853
 -0.00176492 -0.00766807 -0.06122617 -0.03169732  0.07767394 -0.02678414
 -0.02204398  0.08403027  0.00768915 -0.04652397 -0.04378731 -0.01730729
  0.01084316 -0.02674547]"
marry,"[ 0.08428298 -0.0566602   0.07493443  0.07658092  0.0293506  -0.00400648
  0.10133228 -0.06791207 -0.01480505  0.04655573  0.09614421  0.01983776
 -0.00382568  0.08529881 -0.00296443  0.025803   -0.02112363 -0.01870363
  0.05133733 -0.04675674  0.06456855  0.01036551 -0.04099423  0.03327336
  0.06161458  0.03788863 -0.10043219 -0.01457202 -0.01496617  0.01942981
  0.05566196  0.0222197  -0.02723079  0.07121451 -0.06504309  0.08640657
 -0.03018655  0.00490244  0.04074037 -0.03812357  0.08481957  0.01076235
 -0.05800125 -0.05061777  0.02719052 -0.07842018  0.04071963  0.04539163
 -0.0120947   0.02141768 -0.07496037  0.00777489 -0.03083883  0.02779208
 -0.0016406  -0.01031516 -0.00155399  0.03202013  0.00257807 -0.02215694
 -0.0111459   0.05950652 -0.02390255 -0.01236774  0.07157426 -0.01929381
  0.02771953 -0.07627728 -0.04609751 -0.00038658 -0.04059919  0.06007298
 -0.01838889  0.01815194  0.0203481   0.0290843   0.05496453 -0.04275529
  0.02124445 -0.02503977 -0.10049901  0.09676462  0.04609191 -0.02884299
  0.06986146  0.05167268 -0.00244384  0.0301642   0.08221748  0.00329866
 -0.00503062  0.07405709 -0.09236165  0.0736587  -0.03005935  0.03206143
 -0.01606151 -0.00379291 -0.0527444  -0.05023338 -0.0528013   0.08250804
  0.02308307 -0.01879122 -0.05054127 -0.04750902 -0.05799488 -0.07868799
 -0.01345796 -0.01263208 -0.07390661  0.04435993 -0.01372889 -0.0236584
 -0.0300073   0.09211593  0.01879917  0.0207885  -0.00241322  0.04641793
 -0.00604116  0.02502049  0.01820661 -0.09282827 -0.0215972  -0.0728545
 -0.02208898 -0.04477198 -0.01243036 -0.00384353  0.03038337  0.04870229
  0.03712847  0.04142631 -0.03276518  0.07632316 -0.07359788 -0.04970286
 -0.06807999  0.05040722 -0.04612663 -0.03701443 -0.09513134  0.07549706
  0.07312111 -0.00883916  0.03513885  0.00229625 -0.09066066  0.06039971
 -0.04094031  0.09919421  0.03542112  0.02228358  0.06060406 -0.00236459
 -0.01545008  0.08042866  0.0093047   0.05618677 -0.03181968  0.01704862
  0.02823551  0.0676551  -0.02213476 -0.0069981  -0.05701204 -0.00234803
 -0.0266412   0.10009719  0.05623807 -0.08304109  0.0042343  -0.0138955
  0.05010757 -0.07737393  0.00455383 -0.01014031  0.05103207 -0.08975931
 -0.08247872  0.02333243 -0.0037426  -0.08510027  0.00337688 -0.01565978
 -0.00174777 -0.06748556  0.07959025  0.02364215  0.02829921  0.02707858
  0.0036224  -0.04037254  0.09351397 -0.06567144 -0.02199867  0.01048457
 -0.03516553  0.06487548]"
convert,"[-0.00873746  0.07562963  0.10411419 -0.08781128 -0.04154631 -0.01550896
 -0.08681987 -0.0553812  -0.01406996  0.10674059 -0.08447344  0.01226063
 -0.05258653  0.12455044 -0.09240444  0.08713643 -0.0203912  -0.11556046
  0.10682343 -0.08792792 -0.03909117  0.0630757  -0.05215017 -0.01164287
  0.06597564  0.00456592 -0.06779519  0.13014697  0.00271377  0.11523516
  0.0030645   0.05185132 -0.05030572  0.07365728 -0.11113565 -0.00513016
  0.02502562  0.0746312  -0.08246594  0.07960264  0.02068803 -0.1387855
 -0.01264779 -0.05948461  0.04858552 -0.02622411  0.03907673  0.08705856
  0.04134298  0.03858403  0.06991275 -0.02840535 -0.10358293  0.01168111
  0.13200757  0.04041472  0.03650142  0.06928296  0.01044683  0.05425007
  0.03373566  0.05209297  0.1102905   0.07061261  0.00843094 -0.03254841
 -0.00848306  0.02075487 -0.01195078 -0.03636768  0.02816177 -0.00831963
  0.0144985  -0.03225299 -0.11954606 -0.00276093  0.03069422 -0.03704242
  0.0131841   0.01550163  0.1033755   0.00178874 -0.07147184 -0.13277619
  0.06137262  0.03551034 -0.05988917  0.08244989  0.06233568 -0.07350503
 -0.00234659  0.1378584  -0.06104739 -0.02563221  0.06827606  0.01453617
 -0.02897174 -0.10380615 -0.07135616  0.0907017   0.00108937 -0.04715319
 -0.09159142  0.03130126  0.0556699  -0.04006615 -0.07125867  0.09405202
 -0.05797765 -0.07409007  0.02342186 -0.071356   -0.07841039  0.03840624
  0.00555503 -0.05690403 -0.01651557  0.02328996  0.07917382 -0.02266583
 -0.03874419 -0.10378707 -0.13262984 -0.03091127  0.04148965  0.00276106
  0.13036281 -0.02990766 -0.08828972  0.09989984  0.01783478 -0.05279674
  0.01306546 -0.11678988  0.06217771 -0.00882153  0.02916429 -0.05423879
 -0.00760022 -0.09764289  0.00093439 -0.01619429 -0.01920244 -0.10909346
  0.08281054 -0.10587772  0.04853479 -0.01088398  0.02206136 -0.13463585
 -0.08479512 -0.05827898  0.00444288  0.10870578 -0.0037404  -0.03128384
  0.03567249 -0.01706911 -0.01604477  0.12914334 -0.00028538 -0.07056903
  0.00485037 -0.10958482 -0.13056046 -0.01070849  0.02463474  0.08210718
 -0.00965167 -0.10068925 -0.04190321 -0.03037144 -0.04325223 -0.0360851
 -0.00071643  0.03113948 -0.07132275  0.02300062 -0.10531934 -0.01541901
 -0.02623753 -0.0862688   0.02200714  0.09449152 -0.04367218  0.08930009
 -0.00766977  0.01008598  0.06114312 -0.04908347 -0.04277417  0.06099519
 -0.0361619  -0.02758911 -0.03802554 -0.08811915 -0.00469396 -0.14062789
  0.06448161  0.09413826]"
